"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @KidFury: I think I<U+2019>m just gonna watch Sex Education over and over again until it comes back.",FALSE,0,NA,2020-01-28 15:12:30,FALSE,NA,"1222175626410393600",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",540,TRUE,FALSE,NA,NA
"Lara Jean: I<U+2019>m so happy and in love with Peter!

John Ambrose: https://t.co/r7KomAJZC9",FALSE,14690,NA,2020-01-27 22:58:31,FALSE,NA,"1221930514300338176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1604,FALSE,FALSE,NA,NA
"RT @NetflixUK: For every <U+0001F346> joke in Sex Education, there's a powerful story that needs telling. This exclusive short film shows how real-lif<U+2026>",FALSE,0,NA,2020-01-27 22:18:36,FALSE,NA,"1221920466866061312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1189,TRUE,FALSE,NA,NA
"RT @madamspellman: miranda otto as zelda spellman - that<U+2019>s it, that<U+2019>s the tweet https://t.co/UT9Op0OabU",FALSE,0,NA,2020-01-27 20:11:59,FALSE,NA,"1221888604365942784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",300,TRUE,FALSE,NA,NA
"RT @kiernanshipka: damn i love lucy davis",FALSE,0,NA,2020-01-27 20:11:30,FALSE,NA,"1221888481288323072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",237,TRUE,FALSE,NA,NA
"@kiernanshipka Worth repeating",FALSE,72,"kiernanshipka",2020-01-27 20:11:25,FALSE,"1149932915012317185","1221888462908841985","119413130","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1,FALSE,FALSE,NA,NA
"RT @reversethecrown: Lucy Davis, Michelle Gomez and Miranda otto are the literal queens omg",FALSE,0,NA,2020-01-27 20:10:14,FALSE,NA,"1221888165553655810",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",14,TRUE,FALSE,NA,NA
"RT @damianholbrook: Michelle Gomez's hair in the new #ChillingAdventuresofSabrina season is my favorite new character. #CAOS @sabrinanetfli<U+2026>",FALSE,0,NA,2020-01-27 20:09:19,FALSE,NA,"1221887932954337281",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",140,TRUE,FALSE,NA,NA
"@VaronDiStefano that's the one",FALSE,80,"VaronDiStefano",2020-01-27 18:46:27,FALSE,"1221866987086848001","1221867077717225474","1212246305046581248","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"anyone else completely forget that Finneas was on the final season of Glee?!? https://t.co/2yJefqnaFD",FALSE,2871,NA,2020-01-27 18:39:30,FALSE,NA,"1221865328184938497",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",277,FALSE,FALSE,NA,NA
"RT @NetflixQueue: Best start to the day. @Beyonce backstage in her Grammy-Award winning Music Film HOMECOMING: A Film by Beyonc<U+00E9>. <U+0001F3C6> #Homeco<U+2026>",FALSE,0,NA,2020-01-27 17:21:34,FALSE,NA,"1221845715724292097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",135,TRUE,FALSE,NA,NA
"RT @ladisylph: Tati Gabrielle (Prudence from Sabrina) appreciation post <U+0001F97A><U+0001F5A4> https://t.co/ZfGq8fKjdx",FALSE,0,NA,2020-01-27 14:48:51,FALSE,NA,"1221807283509686273",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",3865,TRUE,FALSE,NA,NA
"RT @tobyherman27: Monica on #Cheer is what happens when Coach Taylor and Tami Taylor become one person.",FALSE,0,NA,2020-01-26 18:51:56,FALSE,NA,"1221506070809436161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",276,TRUE,FALSE,NA,NA
"RT @strongblacklead: I still have questions<U+0001F914> #AFallFromGrace https://t.co/3xrEONLREQ",FALSE,0,NA,2020-01-26 18:50:47,FALSE,NA,"1221505783495442432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",210,TRUE,FALSE,NA,NA
"@strongblacklead Several.",FALSE,38,"strongblacklead",2020-01-26 18:50:43,FALSE,"1221127586543284224","1221505764260339713","955647765408722945","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",5,FALSE,FALSE,NA,NA
"@L_Marshall17 <U+0001F495><U+0001F495>",FALSE,5,"L_Marshall17",2020-01-26 18:50:29,FALSE,"1221239492423692289","1221505707997941761","2672641299","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",0,FALSE,FALSE,NA,NA
"RT @sabrinanetflix: what we know about caliban so far: 
1. he wants to rule hell
2. he's hot as hell
3. he's made of clay from hell
4. <U+0001D58D><U+0001D58A>'<U+0001D598><U+2026>",FALSE,0,NA,2020-01-26 18:49:08,FALSE,NA,"1221505366329974784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",2760,TRUE,FALSE,NA,NA
"RT @kiernanescabio: The Spellman family, they are my favorite family #chillingadventuresofsabrina #SabrinaNetflix https://t.co/GR9B6zOpaz",FALSE,0,NA,2020-01-25 17:43:38,FALSE,NA,"1221126496699346950",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",901,TRUE,FALSE,NA,NA
"RT @HQtheWarden: ""Riverdale is a big, scary place."" Greendale literally has a portal to hell... 
#SabrinaNetflix https://t.co/zMgaeLxBkd",FALSE,0,NA,2020-01-25 17:43:33,FALSE,NA,"1221126473588695040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",553,TRUE,FALSE,NA,NA
"P.S. I Still Love You. 

And you. And you. And you. https://t.co/Wly5sGg5yZ",FALSE,15285,NA,2020-01-25 01:40:15,FALSE,NA,"1220884052414095360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1274,FALSE,FALSE,NA,NA
"RT @QueerEye: Hey Monica, did we make mat? https://t.co/EL2RbDJjhC",FALSE,0,NA,2020-01-24 22:36:00,FALSE,NA,"1220837683305402369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1384,TRUE,FALSE,NA,NA
"RT @NXOnNetflix: there are two ways to view this image
1: I should watch October Faction
2: there is no way in hell I'm watching October Fa<U+2026>",FALSE,0,NA,2020-01-24 21:51:49,FALSE,NA,"1220826563416977409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",72,TRUE,FALSE,NA,NA
"NEW ON NETFLIX:

Pandemic: How to Prevent an Outbreak is an amazing new docuseries about the annual influenza cycle<U+2026> https://t.co/9tEFowMeKC",FALSE,893,NA,2020-01-24 21:21:59,TRUE,NA,"1220819056246370304",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",99,FALSE,FALSE,NA,NA
"hope you're enjoying Chilling Adventures of Sabrina Part 3! https://t.co/s8rw24KCSr",FALSE,4902,NA,2020-01-24 17:00:12,FALSE,NA,"1220753174941749248",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",406,FALSE,FALSE,NA,NA
"RT @nicmaiaa: knock, knock, knock, on the gates of hell ...guess who's back with another spell <U+0001F479> @kiernanshipka @sabrinanetflix @NetflixBra<U+2026>",FALSE,0,NA,2020-01-24 16:41:46,FALSE,NA,"1220748537043881985",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",281,TRUE,FALSE,NA,NA
"RT @azalben: #ChillingAdventuresofSabrina Part 3 is bonkers is exactly the right way. Every episode is absolutely packed with plot twists a<U+2026>",FALSE,0,NA,2020-01-24 16:29:08,FALSE,NA,"1220745356914245633",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",62,TRUE,FALSE,NA,NA
"RT @Netflix_CA: no one:
not one soul:
not even a ghost:
Ms. Wardwell: <U+0001F60E> https://t.co/8IKnjOwp7R",FALSE,0,NA,2020-01-24 16:26:05,FALSE,NA,"1220744591936147456",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",287,TRUE,FALSE,NA,NA
"RT @NetflixFilm: Lost in a film scene with Taylor Swift at the MISS AMERICANA Sundance premiere https://t.co/pCrET90mkf",FALSE,0,NA,2020-01-24 16:25:55,FALSE,NA,"1220744548550238210",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",796,TRUE,FALSE,NA,NA
"RT @SeaburnWilliam1: <U+0001F602><U+0001F602><U+0001F602><U+0001F602> I love y<U+2019>all https://t.co/I0sbUeNYDa",FALSE,0,NA,2020-01-24 04:27:18,FALSE,NA,"1220563701985472518",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",683,TRUE,FALSE,NA,NA
"@franklinleonard @judithheumann &lt;3",FALSE,9,"franklinleonard",2020-01-24 02:40:30,FALSE,"1220535394837520385","1220536824830889984","25387735","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"@Simone_Biles i showed this tweet to @monicaaldama @Lexi_Brumback @Jerry_K2TR @MorganSimianer @GabiButlerCheer<U+2026> https://t.co/BZJQQzjpNU",FALSE,1479,"Simone_Biles",2020-01-24 00:06:13,TRUE,"1220447334066278400","1220497997722554368","173677727","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",31,FALSE,FALSE,NA,NA
"@curlyrea ART",FALSE,3,"curlyrea",2020-01-23 23:50:52,FALSE,"1220493288018448384","1220494138656772098","1010740858495340544","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"RT @cali4evaa: Navarro on Ellen <U+0001F629> https://t.co/utuZ37nFeV",FALSE,0,NA,2020-01-23 23:39:43,FALSE,NA,"1220491331534897152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",8861,TRUE,FALSE,NA,NA
"@noahcent https://t.co/nEMQxgsEp2",FALSE,505,"noahcent",2020-01-23 23:16:04,FALSE,"1220485092969238528","1220485376898285569","336715401","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",10,FALSE,FALSE,NA,NA
"RT @seewhatsnext: Chilling Adventures of Sabrina is back tomorrow <U+2014> here's everything that happened in the first two parts in case you forg<U+2026>",FALSE,0,NA,2020-01-23 23:10:58,FALSE,NA,"1220484096721178626",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",1540,TRUE,FALSE,NA,NA
"@ianamurray @lilycollins is in this!",FALSE,12,"ianamurray",2020-01-23 22:47:40,FALSE,"1220477072868564993","1220478231570079746","216080261","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"@DLeighLove @Netflixhelps anything y'all can do to help Devin?",FALSE,0,"DLeighLove",2020-01-23 22:35:56,FALSE,"1220475088824389632","1220475277194579969","110062196","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"If you missed director Bong Joon Ho's visually stunning, deeply hilarious, and emotionally ravaging 2017 film Okja<U+2026> https://t.co/QxRBSXnMsa",FALSE,2577,NA,2020-01-23 22:34:33,TRUE,NA,"1220474930170454017",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",425,FALSE,FALSE,NA,NA
"RT @numz7: the poet                                the poem https://t.co/mwYEYP6ODx",FALSE,0,NA,2020-01-23 22:24:42,FALSE,NA,"1220472454088290306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",45545,TRUE,FALSE,NA,NA
"RT @NetflixFilm: Before RuPaul launched the careers of over 100 drag queens and Elektra Wintour read the ballroom houses of POSE to ashes,<U+2026>",FALSE,0,NA,2020-01-23 22:09:43,FALSE,NA,"1220468681618022400",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",906,TRUE,FALSE,NA,NA
"RT @strongblacklead: Soooo, #DearWhitePeople<U+2019>s NAACP Image Award nominations got me rewatching some of my favorite episodes and performance<U+2026>",FALSE,0,NA,2020-01-23 22:09:12,FALSE,NA,"1220468553335226368",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",28,TRUE,FALSE,NA,NA
"Sex Education doesn<U+2019>t shy away from having hard conversations. That matters. https://t.co/VMUgPnjLTu",FALSE,7151,NA,2020-01-23 21:07:48,FALSE,NA,"1220453100571504640",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",1687,FALSE,FALSE,NA,NA
"RT @Simone_Biles: netflix series CHEER had me convinced after 2020 I<U+2019>m trying out for Navarro Cheer",FALSE,0,NA,2020-01-23 20:46:16,FALSE,NA,"1220447680159240192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",2949,TRUE,FALSE,NA,NA
"I could watch an entire Cheer spin-off that was just Lexi tumbling. https://t.co/SQVWPX2xVx",FALSE,4176,NA,2020-01-23 19:24:17,FALSE,NA,"1220427047673171968",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",539,FALSE,FALSE,NA,NA
"RT @NickStopTalking: Been watching too much <U+201C>Cheer<U+201D> on Netflix. 

Slept on my arm wrong and first thought was <U+201C>no chance I<U+2019>m making Mats th<U+2026>",FALSE,0,NA,2020-01-23 17:11:44,FALSE,NA,"1220393689786150913",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",227,TRUE,FALSE,NA,NA
"RT @NetflixFilm: <U+2714><U+FE0F> Directed by Dee Rees 
<U+2714><U+FE0F> Anne Hathaway
<U+2714><U+FE0F> Willem Dafoe
<U+2714><U+FE0F> Ben Affleck 
<U+2714><U+FE0F> Based on the book by Joan Didion

Heavy check<U+2026>",FALSE,0,NA,2020-01-23 14:24:51,FALSE,NA,"1220351695311400960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1555,TRUE,FALSE,NA,NA
"Only 21 days until you can watch To All The Boys: P.S. I Still Love You

But you can watch a brand new trailer righ<U+2026> https://t.co/TyhQrYEMR9",FALSE,69899,NA,2020-01-23 03:30:03,TRUE,NA,"1220186909588082688",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",20614,FALSE,FALSE,NA,NA
"RT @chrisdotarcara: Fitness goals have officially pivoted to making sure that I make mat for Daytona 2020 #CheerNetflix",FALSE,0,NA,2020-01-23 01:00:13,FALSE,NA,"1220149203189452801",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",80,TRUE,FALSE,NA,NA
"RT @alisoneroman: My new motivation when I work out is making mat",FALSE,0,NA,2020-01-23 00:59:47,FALSE,NA,"1220149093768368129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",262,TRUE,FALSE,NA,NA
"RT @poregan: Lol@its January 21 and I<U+2019>m still writing <U+201C>171 days until Daytona<U+201D> on all my checks",FALSE,0,NA,2020-01-23 00:59:37,FALSE,NA,"1220149050051219456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",78,TRUE,FALSE,NA,NA
"RT @NetflixFilm: Which movie scene brings up your deepest nostalgia for childhood? 
(ours is this) https://t.co/NiY7smFLTU",FALSE,0,NA,2020-01-22 23:52:41,FALSE,NA,"1220132207362068480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",191,TRUE,FALSE,NA,NA
"@agerenesh hundred percent yes",FALSE,11,"agerenesh",2020-01-22 20:43:07,FALSE,"1220083808172683265","1220084498949234689","325770121","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"@Jvnco me. very.",FALSE,7,"Jvnco",2020-01-22 20:42:59,FALSE,"1220083768003833858","1220084465877184512","228297289","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"NATIONAL ANTHEM https://t.co/xxJn6XXlTX",FALSE,478,"netflix",2020-01-22 20:39:44,FALSE,"1220083428126625792","1220083649736929281","16573941","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",40,FALSE,FALSE,NA,NA
"RACHEL, JACK AND ASHLEY TOO https://t.co/SPJx8gzemy",FALSE,527,"netflix",2020-01-22 20:38:51,FALSE,"1220083018385113088","1220083428126625792","16573941","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",32,FALSE,FALSE,NA,NA
"NOSEDIVE https://t.co/gZVpVK0jrq",FALSE,471,"netflix",2020-01-22 20:37:14,FALSE,"1220082732929175553","1220083018385113088","16573941","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",33,FALSE,FALSE,NA,NA
"Black Mirror episodes as quotes from The Circle 

SAN JUNIPERO https://t.co/LV5jUANH7u",FALSE,1683,NA,2020-01-22 20:36:06,FALSE,NA,"1220082732929175553",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",177,FALSE,FALSE,NA,NA
"RT @NetflixIsAJoke: https://t.co/d5PvVxPRKK",FALSE,0,NA,2020-01-22 19:15:31,FALSE,NA,"1220062452584308737",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",123,TRUE,FALSE,NA,NA
"RT @NetflixQueue: Straight from the set of @MarriageStory, Charlie and Nicole's love letters, handwritten by Adam Driver and Scarlett Johan<U+2026>",FALSE,0,NA,2020-01-22 19:11:03,FALSE,NA,"1220061331799195648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",2899,TRUE,FALSE,NA,NA
"RT @strongblacklead: The power this has! The international implications! 
Kedar Williams-Stirling and @NcutiGatwa  are quite the perfect du<U+2026>",FALSE,0,NA,2020-01-22 18:58:18,FALSE,NA,"1220058121650896896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",2975,TRUE,FALSE,NA,NA
"@MiaDoty yes",FALSE,17,"MiaDoty",2020-01-22 18:05:40,FALSE,"1220043932291211265","1220044877540425728","2547447165","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"Toss A Coin To Your Witcher https://t.co/M74lYl5pnQ",FALSE,6557,NA,2020-01-22 17:28:28,FALSE,NA,"1220035515782557696",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",984,FALSE,FALSE,NA,NA
"I'm gonna tell my kids this was The Breakfast Club https://t.co/33QIY9QQ8l",FALSE,34553,NA,2020-01-22 16:52:09,FALSE,NA,"1220026374284398592",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",5791,FALSE,FALSE,NA,NA
"RT @alannaheartstay: SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO SO S<U+2026>",FALSE,0,NA,2020-01-22 15:47:23,FALSE,NA,"1220010077353938953",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",33,TRUE,FALSE,NA,NA
